# Wordlist

# META
@vowels:T V _

# DATA
ID	GLOSSID	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
2315	2314	to	заледити	zalěditi	Serbo-Croatian Cyrillic	z a l ě d i t i	3 7 5 7 1 7 1 7	AXBYBYBZ	SALETITI	11	11.S.C 11.A.V 11.L.C 11.E.V 11.T.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	772	z a l ě d i t i
2318	2317	to	морозить	mɐˈrozʲɪtʲ	Russian	m ɐ ˈr o zʲ ɪ tʲ	4 7 5 7 3 7 1	AXBYBYN	MERUSIT	9	9.M.C 9.E.V 9.R.C 9.U.V 9.S.C 9.I.V 9.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	864	- m ɐ ˈr o zʲ ɪ tʲ -
2321	2320	to	to	swɛl	English	s w ɛ l	3 6 7 5	ACXN	SWEL	4	4.S.C 4.W.C 4.E.V 4.L.c	2.0 1.5 1.5 0.8	0	866	s w ɛ l
2324	2323	to	puchnąć	ˈpux.nɔɲt͡ɕ	Polish	ˈp u x n ɔ ɲ t͡ɕ	1 7 3 4 7 4 2	AXBCYLN	PYGNUNC	8	8.P.C 8.Y.V 8.G.C 8.N.C 8.U.V 8.N.c 8.C.c	2.0 1.5 1.75 1.5 1.3 1.1 0.8	0	916	- ˈp u x n ɔ ɲ t͡ɕ -
2326	2325	to	wopuchnuś	ˈɔpuxnuɕ	Lower Sorbian	ˈɔ p u x n u ɕ	7 1 7 3 4 7 3	XBYBCYN	UPYGNYS	5	5.U.V 5.P.C 5.Y.V 5.G.C 5.N.C 5.Y.V 5.S.c	1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	916	ˈɔ p u x n u - ɕ -
2330	2329	to	oteći	ǒtetɕi	Serbo-Croatian Latin	ǒ t e t ɕ i	7 1 7 1 3 7	XBYBCZ	UTETSI	12	12.U.V 12.T.C 12.E.V 12.T.C 12.S.C 12.I.V	1.5 1.75 1.3 1.75 1.5 0.8	0	1082	ǒ t - e t ɕ i -
2331	2330	to	отећи	ǒtetɕi	Serbo-Croatian Cyrillic	ǒ t e t ɕ i	7 1 7 1 3 7	XBYBCZ	UTETSI	11	11.U.V 11.T.C 11.E.V 11.T.C 11.S.C 11.I.V	1.5 1.75 1.3 1.75 1.5 0.8	0	1082	ǒ t - e t ɕ i -
2334	2333	to	пухнуть	ˈpuxnʊtʲ	Russian	ˈp u x n ʊ tʲ	1 7 3 4 7 1	AXBCYN	PYGNYT	9	9.P.C 9.Y.V 9.G.C 9.N.C 9.Y.V 9.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0	916	- ˈp u x n ʊ - tʲ -
2336	2335	to	пухнути	pǔːxnuti	Ukrainian	p ǔː x n u t i	1 7 3 4 7 1 7	AXBCYBZ	PYGNYTI	15	15.P.C 15.Y.V 15.G.C 15.N.C 15.Y.V 15.T.C 15.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	916	- p ǔː x n u - t i
2692	2691	to	palić	ˈpa.lʲit͡ɕ	Polish	ˈp a lʲ i t͡ɕ	1 7 5 7 2	AXBYN	PALIC	8	8.P.C 8.A.V 8.L.C 8.I.V 8.C.c	2.0 1.5 1.75 1.3 0.8	0	877	ˈp a lʲ i t͡ɕ
2694	2693	to	paliś	ˈpalʲiɕ	Lower Sorbian	ˈp a lʲ i ɕ	1 7 5 7 3	AXBYN	PALIS	5	5.P.C 5.A.V 5.L.C 5.I.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	877	ˈp a lʲ i ɕ
2695	2694	to	palić	ˈpa.lʲit͡ɕ	Upper Sorbian	ˈp a lʲ i t͡ɕ	1 7 5 7 2	AXBYN	PALIC	16	16.P.C 16.A.V 16.L.C 16.I.V 16.C.c	2.0 1.5 1.75 1.3 0.8	0	877	ˈp a lʲ i t͡ɕ
2696	2695	to	горя	ɡɐˈrʲa	Bulgarian	ɡ ɐ ˈrʲ a	1 7 5 7	AXBZ	KERA	2	2.K.C 2.E.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	718	ɡ ɐ ˈrʲ a - -
2697	2696	to	гори	ɡɐˈrʲi	Macedonian	ɡ ɐ ˈrʲ i	1 7 5 7	AXBZ	KERI	6	6.K.C 6.E.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	0	718	ɡ ɐ ˈrʲ i - -
2698	2697	to	goreti	ɡǒreti	Serbo-Croatian Latin	ɡ ǒ r e t i	1 7 5 7 1 7	AXBYBZ	KURETI	12	12.K.C 12.U.V 12.R.C 12.E.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	718	ɡ ǒ r e t i
2699	2698	to	горети	ɡǒreti	Serbo-Croatian Cyrillic	ɡ ǒ r e t i	1 7 5 7 1 7	AXBYBZ	KURETI	11	11.K.C 11.U.V 11.R.C 11.E.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	718	ɡ ǒ r e t i
2702	2701	to	гореть	ɡɐˈrʲetʲ	Russian	ɡ ɐ ˈrʲ e tʲ	1 7 5 7 1	AXBYN	KERET	9	9.K.C 9.E.V 9.R.C 9.E.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	718	ɡ ɐ ˈrʲ e tʲ -
#
1233	1232	tongue	tongue	tʌŋ	English	t ʌ ŋ	1 7 4	AXN	TEN	4	4.T.C 4.E.V 4.N.c	2.0 1.5 0.8	0	1128	t ʌ ŋ
1235	1234	tongue	jazyk	ˈjazɪk	Czech	ˈj a z ɪ k	6 7 3 7 1	AXBYN	JASIK	3	3.J.C 3.A.V 3.S.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj a z ɪ k
1236	1235	tongue	język	ˈjɛ̃.zɨk	Polish	ˈj ɛ̃ z ɨ k	6 7 3 7 1	AXBYN	JESIK	8	8.J.C 8.E.V 8.S.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj ɛ̃ z ɨ k
1237	1236	tongue	jazyk	ˈjazɪk	Slovak	ˈj a z ɪ k	6 7 3 7 1	AXBYN	JASIK	13	13.J.C 13.A.V 13.S.C 13.I.V 13.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj a z ɪ k
1238	1237	tongue	jězyk	ˈjiɪ̯zɨk	Lower Sorbian	ˈj iɪ̯ z ɨ k	6 7 3 7 1	AXBYN	JISIK	5	5.J.C 5.I.V 5.S.C 5.I.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj iɪ̯ z ɨ k
1239	1238	tongue	jazyk	ˈjazɪk	Upper Sorbian	ˈj a z ɪ k	6 7 3 7 1	AXBYN	JASIK	16	16.J.C 16.A.V 16.S.C 16.I.V 16.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj a z ɪ k
1240	1239	tongue	език	ɛˈzik	Bulgarian	ɛ ˈz i k	7 3 7 1	XBYN	ESIK	2	2.E.V 2.S.C 2.I.V 2.K.c	1.5 1.75 1.3 0.8	0	1126	- ɛ ˈz i k
1241	1240	tongue	јазик	ˈja.zik	Macedonian	ˈj a z i k	6 7 3 7 1	AXBYN	JASIK	6	6.J.C 6.A.V 6.S.C 6.I.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	ˈj a z i k
1242	1241	tongue	jezik	jězik	Serbo-Croatian Latin	j ě z i k	6 7 3 7 1	AXBYN	JESIK	12	12.J.C 12.E.V 12.S.C 12.I.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	j ě z i k
1243	1242	tongue	језик	jězik	Serbo-Croatian Cyrillic	j ě z i k	6 7 3 7 1	AXBYN	JESIK	11	11.J.C 11.E.V 11.S.C 11.I.V 11.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	j ě z i k
1244	1243	tongue	jezik	jězik	Slovene	j ě z i k	6 7 3 7 1	AXBYN	JESIK	14	14.J.C 14.E.V 14.S.C 14.I.V 14.K.c	2.0 1.5 1.75 1.3 0.8	0	1126	j ě z i k
#
1217	1216	tooth	tooth	tuːθ	English	t uː θ	1 7 3	AXN	TYD	4	4.T.C 4.Y.V 4.D.c	2.0 1.5 0.8	0	1132	t uː θ
1219	1218	tooth	zub	zup	Czech	z u p	3 7 1	AXN	SYP	3	3.S.C 3.Y.V 3.P.c	2.0 1.5 0.8	0	1129	z u - p
1220	1219	tooth	ząb	zɔmp	Polish	z ɔ m p	3 7 4 1	AXLN	SUMP	8	8.S.C 8.U.V 8.M.c 8.P.c	2.0 1.5 1.1 0.8	0	1129	z ɔ m p
1221	1220	tooth	zub	zup	Slovak	z u p	3 7 1	AXN	SYP	13	13.S.C 13.Y.V 13.P.c	2.0 1.5 0.8	0	1129	z u - p
1222	1221	tooth	zub	zup	Lower Sorbian	z u p	3 7 1	AXN	SYP	5	5.S.C 5.Y.V 5.P.c	2.0 1.5 0.8	0	1129	z u - p
1223	1222	tooth	zub	zup	Upper Sorbian	z u p	3 7 1	AXN	SYP	16	16.S.C 16.Y.V 16.P.c	2.0 1.5 0.8	0	1129	z u - p
1224	1223	tooth	зъб	zɤp	Bulgarian	z ɤ p	3 7 1	AXN	SEP	2	2.S.C 2.E.V 2.P.c	2.0 1.5 0.8	0	1129	z ɤ - p
1226	1225	tooth	zub	zup	Serbo-Croatian Latin	z u p	3 7 1	AXN	SYP	12	12.S.C 12.Y.V 12.P.c	2.0 1.5 0.8	0	1129	z u - p
1227	1226	tooth	зуб	zup	Serbo-Croatian Cyrillic	z u p	3 7 1	AXN	SYP	11	11.S.C 11.Y.V 11.P.c	2.0 1.5 0.8	0	1129	z u - p
1228	1227	tooth	zob	zɔb	Slovene	z ɔ b	3 7 1	AXN	SUP	14	14.S.C 14.U.V 14.P.c	2.0 1.5 0.8	0	1129	z ɔ - b
1229	1228	tooth	зуб	zup	Belarusian	z u p	3 7 1	AXN	SYP	1	1.S.C 1.Y.V 1.P.c	2.0 1.5 0.8	0	1129	z u - p
1230	1229	tooth	зуб	zup	Russian	z u p	3 7 1	AXN	SYP	9	9.S.C 9.Y.V 9.P.c	2.0 1.5 0.8	0	1129	z u - p
1231	1230	tooth	зуб	zup	Rusyn	z u p	3 7 1	AXN	SYP	10	10.S.C 10.Y.V 10.P.c	2.0 1.5 0.8	0	1129	z u - p
1232	1231	tooth	зуб	zup	Ukrainian	z u p	3 7 1	AXN	SYP	15	15.S.C 15.Y.V 15.P.c	2.0 1.5 0.8	0	1129	z u - p
#
801	800	tree	tree	tɹiː	English	t ɹ iː	1 5 7	ACX	TRI	4	4.T.C 4.R.C 4.I.V	2.0 1.5 1.5	0	1133	t - ɹ - - iː
803	802	tree	strom	strom	Czech	s t r o m	3 1 5 7 4	ACCYN	STRUM	3	3.S.C 3.T.C 3.R.C 3.U.V 3.M.c	2.0 1.5 1.5 1.3 0.8	0	1134	s t r o m
804	803	tree	drzewo	ˈdʐɛ.vɔ	Polish	ˈd ʐ ɛ v ɔ	1 3 7 3 7	ACXBZ	TSEBU	8	8.T.C 8.S.C 8.E.V 8.B.C 8.U.V	2.0 1.5 1.5 1.75 0.8	0	1133	ˈd - ʐ ɛ v ɔ
805	804	tree	strom	strom	Slovak	s t r o m	3 1 5 7 4	ACCYN	STRUM	13	13.S.C 13.T.C 13.R.C 13.U.V 13.M.c	2.0 1.5 1.5 1.3 0.8	0	1134	s t r o m
806	805	tree	bom	bɔm	Lower Sorbian	b ɔ m	1 7 4	AXN	PUM	5	5.P.C 5.U.V 5.M.c	2.0 1.5 0.8	0	1136	b ɔ m
808	807	tree	дърво	dərˈvɔ	Bulgarian	d ə r ˈv ɔ	1 7 5 3 7	AXMBZ	TERBU	2	2.T.C 2.E.V 2.R.c 2.B.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	1133	d ə r - ˈv ɔ
809	808	tree	дрво	dr̂ʋo	Macedonian	d r̂ ʋ o	1 5 6 7	ACCX	TRWU	6	6.T.C 6.R.C 6.W.C 6.U.V	2.0 1.5 1.5 1.5	0	1133	d - r̂ - ʋ o
810	809	tree	drvo	dr̂ʋo	Serbo-Croatian Latin	d r̂ ʋ o	1 5 6 7	ACCX	TRWU	12	12.T.C 12.R.C 12.W.C 12.U.V	2.0 1.5 1.5 1.5	0	1133	d - r̂ - ʋ o
811	810	tree	дрво	dr̂ʋo	Serbo-Croatian Cyrillic	d r̂ ʋ o	1 5 6 7	ACCX	TRWU	11	11.T.C 11.R.C 11.W.C 11.U.V	2.0 1.5 1.5 1.5	0	1133	d - r̂ - ʋ o
812	811	tree	drevo	ˈdrɛvɔ	Slovene	ˈd r ɛ v ɔ	1 5 7 3 7	ACXBZ	TREBU	14	14.T.C 14.R.C 14.E.V 14.B.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	1133	ˈd - r ɛ v ɔ
814	813	tree	дерево	ˈdʲerʲɪvə	Russian	ˈdʲ e rʲ ɪ v ə	1 7 5 7 3 7	AXBYBZ	TERIBE	9	9.T.C 9.E.V 9.R.C 9.I.V 9.B.C 9.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1133	ˈdʲ e rʲ ɪ v ə
815	814	tree	дерево	ˈdʲerʲɪvə	Rusyn	ˈdʲ e rʲ ɪ v ə	1 7 5 7 3 7	AXBYBZ	TERIBE	10	10.T.C 10.E.V 10.R.C 10.I.V 10.B.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1133	ˈdʲ e rʲ ɪ v ə
816	815	tree	дерево	ˈdʲerʲɪvə	Ukrainian	ˈdʲ e rʲ ɪ v ə	1 7 5 7 3 7	AXBYBZ	TERIBE	15	15.T.C 15.E.V 15.R.C 15.I.V 15.B.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1133	ˈdʲ e rʲ ɪ v ə
#
353	352	two	two	tuː	English	t uː	1 7	AX	TY	4	4.T.C 4.Y.V	2.0 1.5	0	1140	t - uː - -
355	354	two	dva	dva	Czech	d v a	1 3 7	ACX	TBA	3	3.T.C 3.B.C 3.A.V	2.0 1.5 1.5	0	1140	d v a - -
356	355	two	dwa	dwa	Polish	d w a	1 6 7	ACX	TWA	8	8.T.C 8.W.C 8.A.V	2.0 1.5 1.5	0	1140	d w a - -
357	356	two	dvaja	ˈdva.ja	Slovak	ˈd v a j a	1 3 7 6 7	ACXBZ	TBAJA	13	13.T.C 13.B.C 13.A.V 13.J.C 13.A.V	2.0 1.5 1.5 1.75 0.8	0	1140	ˈd v a j a
358	357	two	dwa	dwa	Lower Sorbian	d w a	1 6 7	ACX	TWA	5	5.T.C 5.W.C 5.A.V	2.0 1.5 1.5	0	1140	d w a - -
359	358	two	dwaj	dvaj	Upper Sorbian	d v a j	1 3 7 6	ACXN	TBAJ	16	16.T.C 16.B.C 16.A.V 16.J.c	2.0 1.5 1.5 0.8	0	1140	d v a j -
360	359	two	две	dvʲe	Bulgarian	d vʲ e	1 3 7	ACX	TBE	2	2.T.C 2.B.C 2.E.V	2.0 1.5 1.5	0	1140	d vʲ e - -
361	360	two	два	dva	Macedonian	d v a	1 3 7	ACX	TBA	6	6.T.C 6.B.C 6.A.V	2.0 1.5 1.5	0	1140	d v a - -
362	361	two	dva	dva	Serbo-Croatian Latin	d v a	1 3 7	ACX	TBA	12	12.T.C 12.B.C 12.A.V	2.0 1.5 1.5	0	1140	d v a - -
363	362	two	два	dva	Serbo-Croatian Cyrillic	d v a	1 3 7	ACX	TBA	11	11.T.C 11.B.C 11.A.V	2.0 1.5 1.5	0	1140	d v a - -
364	363	two	dve	dvɛ	Slovene	d v ɛ	1 3 7	ACX	TBE	14	14.T.C 14.B.C 14.E.V	2.0 1.5 1.5	0	1140	d v ɛ - -
365	364	two	два	dva	Belarusian	d v a	1 3 7	ACX	TBA	1	1.T.C 1.B.C 1.A.V	2.0 1.5 1.5	0	1140	d v a - -
366	365	two	два	dva	Russian	d v a	1 3 7	ACX	TBA	9	9.T.C 9.B.C 9.A.V	2.0 1.5 1.5	0	1140	d v a - -
367	366	two	два	dva	Rusyn	d v a	1 3 7	ACX	TBA	10	10.T.C 10.B.C 10.A.V	2.0 1.5 1.5	0	1140	d v a - -
368	367	two	два	dva	Ukrainian	d v a	1 3 7	ACX	TBA	15	15.T.C 15.B.C 15.A.V	2.0 1.5 1.5	0	1140	d v a - -
#
2865	2864	warm	warm	wɔːm	English	w ɔː m	6 7 4	AXN	WUM	4	4.W.C 4.U.V 4.M.c	2.0 1.5 0.8	0	1143	w ɔː m
2867	2866	warm	teplý	'tɛpli:	Czech	't ɛ p l i:	1 7 1 5 7	AXBCZ	TEPLI	3	3.T.C 3.E.V 3.P.C 3.L.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	1141	't ɛ p l i: -
2868	2867	warm	ciepły	ˈt͡ɕɛ.pwɨ	Polish	ˈt͡ɕ ɛ p w ɨ	2 7 1 6 7	AXBCZ	CEPWI	8	8.C.C 8.E.V 8.P.C 8.W.C 8.I.V	2.0 1.5 1.75 1.5 0.8	0	1141	ˈt͡ɕ ɛ p w ɨ -
2869	2868	warm	teplý	'tɛpli:	Slovak	't ɛ p l i:	1 7 1 5 7	AXBCZ	TEPLI	13	13.T.C 13.E.V 13.P.C 13.L.C 13.I.V	2.0 1.5 1.75 1.5 0.8	0	1141	't ɛ p l i: -
2870	2869	warm	śopły	ˈɕɔpwɨ	Lower Sorbian	ˈɕ ɔ p w ɨ	3 7 1 6 7	AXBCZ	SUPWI	5	5.S.C 5.U.V 5.P.C 5.W.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	1141	ˈɕ ɔ p w ɨ -
2872	2871	warm	топъл	ˈtɔpəl	Bulgarian	ˈt ɔ p ə l	1 7 1 7 5	AXBYN	TUPEL	2	2.T.C 2.U.V 2.P.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	0	1141	ˈt ɔ p - ə l
2874	2873	warm	topao	tôpao	Serbo-Croatian Latin	t ô p ao	1 7 1 7	AXBZ	TUPA	12	12.T.C 12.U.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	0	1141	t ô p - ao -
2875	2874	warm	топао	tôpao	Serbo-Croatian Cyrillic	t ô p ao	1 7 1 7	AXBZ	TUPA	11	11.T.C 11.U.V 11.P.C 11.A.V	2.0 1.5 1.75 0.8	0	1141	t ô p - ao -
2876	2875	warm	topel	ˈtɔ̀ːpəw	Slovene	ˈt ɔ̀ː p ə w	1 7 1 7 6	AXBYN	TUPEW	14	14.T.C 14.U.V 14.P.C 14.E.V 14.W.c	2.0 1.5 1.75 1.3 0.8	0	1141	ˈt ɔ̀ː p - ə w
2878	2877	warm	тёплый	ˈtʲɵplɨj	Russian	ˈtʲ ɵ p l ɨ j	1 7 1 5 7 6	AXBCYN	TUPLIJ	9	9.T.C 9.U.V 9.P.C 9.L.C 9.I.V 9.J.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1141	ˈtʲ ɵ p l ɨ j
2879	2878	warm	теплый	ˈtʲɵplɨj	Rusyn	ˈtʲ ɵ p l ɨ j	1 7 1 5 7 6	AXBCYN	TUPLIJ	10	10.T.C 10.U.V 10.P.C 10.L.C 10.I.V 10.J.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1141	ˈtʲ ɵ p l ɨ j
#
2385	2384	water	water	ˈwɔːtə	English	ˈw ɔː t ə	6 7 1 7	AXBZ	WUTE	4	4.W.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	0	1144	ˈw ɔː t ə
2386	2385	water	вода	vɔˈda	Old Church Slavonic	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	7	7.B.C 7.U.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2387	2386	water	voda	ˈvoda	Czech	ˈv o d a	3 7 1 7	AXBZ	BUTA	3	3.B.C 3.U.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv o d a
2388	2387	water	woda	ˈvɔd̪a	Polish	ˈv ɔ d̪ a	3 7 1 7	AXBZ	BUTA	8	8.B.C 8.U.V 8.T.C 8.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv ɔ d̪ a
2389	2388	water	voda	ˈvoda	Slovak	ˈv o d a	3 7 1 7	AXBZ	BUTA	13	13.B.C 13.U.V 13.T.C 13.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv o d a
2390	2389	water	wóda	ˈwɨda	Lower Sorbian	ˈw ɨ d a	6 7 1 7	AXBZ	WITA	5	5.W.C 5.I.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	0	1144	ˈw ɨ d a
2391	2390	water	woda	ˈvɔd̪a	Upper Sorbian	ˈv ɔ d̪ a	3 7 1 7	AXBZ	BUTA	16	16.B.C 16.U.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv ɔ d̪ a
2392	2391	water	вода	vɔˈda	Bulgarian	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	2	2.B.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2393	2392	water	вода	vɔˈda	Macedonian	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	6	6.B.C 6.U.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2394	2393	water	voda	ˈvoda	Serbo-Croatian Latin	ˈv o d a	3 7 1 7	AXBZ	BUTA	12	12.B.C 12.U.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv o d a
2395	2394	water	вода	vɔˈda	Serbo-Croatian Cyrillic	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	11	11.B.C 11.U.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2396	2395	water	voda	ˈvoda	Slovene	ˈv o d a	3 7 1 7	AXBZ	BUTA	14	14.B.C 14.U.V 14.T.C 14.A.V	2.0 1.5 1.75 0.8	0	1144	ˈv o d a
2398	2397	water	вода	vɔˈda	Russian	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	9	9.B.C 9.U.V 9.T.C 9.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2399	2398	water	вода	vɔˈda	Rusyn	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	10	10.B.C 10.U.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
2400	2399	water	вода	vɔˈda	Ukrainian	v ɔ ˈd a	3 7 1 7	AXBZ	BUTA	15	15.B.C 15.U.V 15.T.C 15.A.V	2.0 1.5 1.75 0.8	0	1144	v ɔ ˈd a
#
49	48	we	we	wiː	English	w iː	6 7	AX	WI	4	4.W.C 4.I.V	2.0 1.5	0	1148	w iː
51	50	we	my	maɪ	Czech	m aɪ	4 7	AX	MA	3	3.M.C 3.A.V	2.0 1.5	0	1145	m aɪ
52	51	we	my	maɪ	Polish	m aɪ	4 7	AX	MA	8	8.M.C 8.A.V	2.0 1.5	0	1145	m aɪ
53	52	we	my	maɪ	Slovak	m aɪ	4 7	AX	MA	13	13.M.C 13.A.V	2.0 1.5	0	1145	m aɪ
54	53	we	my	maɪ	Lower Sorbian	m aɪ	4 7	AX	MA	5	5.M.C 5.A.V	2.0 1.5	0	1145	m aɪ
55	54	we	my	maɪ	Upper Sorbian	m aɪ	4 7	AX	MA	16	16.M.C 16.A.V	2.0 1.5	0	1145	m aɪ
56	55	we	ние	ˈni.ɛ	Bulgarian	ˈn i ɛ	4 7 7	AXZ	NIE	2	2.N.C 2.I.V 2.E.V	2.0 1.5 0.8	0	1146	ˈn i ɛ
57	56	we	ние	ˈni.ɛ	Macedonian	ˈn i ɛ	4 7 7	AXZ	NIE	6	6.N.C 6.I.V 6.E.V	2.0 1.5 0.8	0	1146	ˈn i ɛ
58	57	we	mi	miː	Serbo-Croatian Latin	m iː	4 7	AX	MI	12	12.M.C 12.I.V	2.0 1.5	0	1145	m iː
59	58	we	ми	mi	Serbo-Croatian Cyrillic	m i	4 7	AX	MI	11	11.M.C 11.I.V	2.0 1.5	0	1145	m i
60	59	we	mi	miː	Slovene	m iː	4 7	AX	MI	14	14.M.C 14.I.V	2.0 1.5	0	1145	m iː
61	60	we	мы	mə	Belarusian	m ə	4 7	AX	ME	1	1.M.C 1.E.V	2.0 1.5	0	1145	m ə
62	61	we	мы	mə	Russian	m ə	4 7	AX	ME	9	9.M.C 9.E.V	2.0 1.5	0	1145	m ə
63	62	we	мы	mə	Rusyn	m ə	4 7	AX	ME	10	10.M.C 10.E.V	2.0 1.5	0	1145	m ə
64	63	we	ми	mi	Ukrainian	m i	4 7	AX	MI	15	15.M.C 15.I.V	2.0 1.5	0	1145	m i
#
3089	3088	wet	wet	wɛt	English	w ɛ t	6 7 1	AXN	WET	4	4.W.C 4.E.V 4.T.c	2.0 1.5 0.8	0	1151	w ɛ t
3091	3090	wet	mokrý	ˈmokri:	Czech	ˈm o k r i:	4 7 1 5 7	AXBCZ	MUKRI	3	3.M.C 3.U.V 3.K.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	1149	ˈm o k r i: -
3092	3091	wet	mokry	ˈmɔkrɨ	Polish	ˈm ɔ k r ɨ	4 7 1 5 7	AXBCZ	MUKRI	8	8.M.C 8.U.V 8.K.C 8.R.C 8.I.V	2.0 1.5 1.75 1.5 0.8	0	1149	ˈm ɔ k r ɨ -
3094	3093	wet	mokšy	ˈmɔkʃɨ	Lower Sorbian	ˈm ɔ k ʃ ɨ	4 7 1 3 7	AXBCZ	MUKSI	5	5.M.C 5.U.V 5.K.C 5.S.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	1149	ˈm ɔ k ʃ ɨ -
3095	3094	wet	mokry	ˈmɔkrɨ	Upper Sorbian	ˈm ɔ k r ɨ	4 7 1 5 7	AXBCZ	MUKRI	16	16.M.C 16.U.V 16.K.C 16.R.C 16.I.V	2.0 1.5 1.75 1.5 0.8	0	1149	ˈm ɔ k r ɨ -
3097	3096	wet	мокар	môkar	Macedonian	m ô k a r	4 7 1 7 5	AXBYN	MUKAR	6	6.M.C 6.U.V 6.K.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	1149	m ô k - a r
3098	3097	wet	mokar	môkar	Serbo-Croatian Latin	m ô k a r	4 7 1 7 5	AXBYN	MUKAR	12	12.M.C 12.U.V 12.K.C 12.A.V 12.R.c	2.0 1.5 1.75 1.3 0.8	0	1149	m ô k - a r
3099	3098	wet	мокар	môkar	Serbo-Croatian Cyrillic	m ô k a r	4 7 1 7 5	AXBYN	MUKAR	11	11.M.C 11.U.V 11.K.C 11.A.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	1149	m ô k - a r
3100	3099	wet	moker	ˈmòːkər	Slovene	ˈm òː k ə r	4 7 1 7 5	AXBYN	MUKER	14	14.M.C 14.U.V 14.K.C 14.E.V 14.R.c	2.0 1.5 1.75 1.3 0.8	0	1149	ˈm òː k - ə r
3101	3100	wet	мокры	ˈmokrɨ	Belarusian	ˈm o k r ɨ	4 7 1 5 7	AXBCZ	MUKRI	1	1.M.C 1.U.V 1.K.C 1.R.C 1.I.V	2.0 1.5 1.75 1.5 0.8	0	1149	ˈm o k r ɨ -
3102	3101	wet	мокрый	ˈmokrɨj	Russian	ˈm o k r ɨ j	4 7 1 5 7 6	AXBCYN	MUKRIJ	9	9.M.C 9.U.V 9.K.C 9.R.C 9.I.V 9.J.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1149	ˈm o k r ɨ j
